Category,Message
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
Aditya's,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now?
Aditya's,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
Aditya's,At 7 we will go ok na.
Aditya's,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
Aditya's,S:-)if we have one good partnership going we will take lead:)
spam,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
Aditya's,"Yeah, where's your class at?"
Aditya's,No just send to you. Bec you in temple na.
Aditya's,"You aren't coming home between class, right? I need to work out and shower!"
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
Aditya's,S but mostly not like that.
Aditya's,Ü v ma fan...
Aditya's,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
Aditya's,Guess who spent all last night phasing in and out of the fourth dimension
Aditya's,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
Aditya's,"Yes..but they said its IT.,"
Aditya's,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)"
Aditya's,Lmao!nice 1
Aditya's,Glad to see your reply.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
Aditya's,Nah dub but je still buff
Aditya's,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."""
Aditya's,"Yeah, that's fine! It's £6 to get in, is that ok?"
Aditya's,Lol where do u come up with these ideas?
Aditya's,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
Aditya's,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
Aditya's,Okay... We wait ah
Aditya's,Y lei?
Aditya's,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
Aditya's,Already am squatting is the new way of walking
Aditya's,Do you want bold 2 or bb torch
Aditya's,Cramps stopped. Going back to sleep
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
Aditya's,Nan sonathaya soladha. Why boss?
Aditya's,Bring tat cd don forget
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
Aditya's,I don't know but I'm raping dudes at poker
Aditya's,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
Aditya's,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
Aditya's,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first?
Aditya's,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
Aditya's,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
Aditya's,Hai priya are you right. What doctor said pa. Where are you.
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
Aditya's,Ok...
Aditya's,Please ask mummy to call father
Aditya's,Can come my room but cannot come my house cos my house still messy... Haha...
Aditya's,I have lost 10 kilos as of today!
Aditya's,Just taste fish curry :-P
Aditya's,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
Aditya's,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?
Aditya's,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
Aditya's,Was doing my test earlier. I appreciate you. Will call you tomorrow.
Aditya's,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?"
Aditya's,U meet other fren dun wan meet me ah... Muz b a guy rite...
Aditya's,"(No promises on when though, haven't even gotten dinner yet)"
Aditya's,I got your back! Do you have any dislikes in bed?
Aditya's,o turns out i had stereo love on mi phone under the unknown album.
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
Aditya's,Yeah I don't see why not
Aditya's,Asking do u knw them or nt? May be ur frnds or classmates?
Aditya's,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
Aditya's,"As in missionary hook up, doggy hook up, standing...|"
Aditya's,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
Aditya's,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
Aditya's,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
Aditya's,Thought praps you meant another one. Goodo! I'll look tomorrow
Aditya's,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James."
Aditya's,There bold 2  &lt;#&gt; . Is that yours
Aditya's,You know there is. I shall speak to you in  &lt;#&gt;  minutes then
Aditya's,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.
Aditya's,I went to project centre
Aditya's,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
Aditya's,Lol yeah at this point I guess not
Aditya's,Doing project w frens lor.
Aditya's,Lol. Well quality aint bad at all so i aint complaining
Aditya's,"K, can that happen tonight?"
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
Aditya's,"I think we're going to finn's now, come"
Aditya's,Why tired what special there you had
Aditya's,I will come tomorrow di
Aditya's,I cant pick the phone right now. Pls send a message
Aditya's,K go and sleep well. Take rest:-).
Aditya's,U guys never invite me anywhere :(
spam,UR GOING 2 BAAditya'sAS! CallFREEFONE 08081560665 and speak to a live operator to claim either BaAditya'sas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
Aditya's,I can do that! I want to please you both inside and outside the bedroom...
Aditya's,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.
Aditya's,I love to wine and dine my lady!
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
Aditya's,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
Aditya's,I don know account details..i will ask my mom and send you.my mom is out of reach now.
Aditya's,I think u have the wrong number.
Aditya's,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
Aditya's,DO NOT B LATE LOVE MUM
Aditya's,Got it..mail panren paru..
Aditya's,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
Aditya's,Give one miss from that number please
Aditya's,Jus came back fr lunch wif my sis only. U leh?
Aditya's,How is your schedule next week? I am out of town this weekend.
Aditya's,Really good:)dhanush rocks once again:)
Aditya's,Lmao ok I wont be needing u to do my hair anymore.
Aditya's,"Miss ya, need ya, want ya, love ya."
Aditya's,Sorry i'm not free...
Aditya's,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
Aditya's,Nt yet chikku..simple habba..hw abt u?
Aditya's,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
Aditya's,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
Aditya's,Joy's father is John. Then John is the NAME of Joy's father. Mandan
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
Aditya's,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
Aditya's,"K, want us to come by now?"
Aditya's,How. Its a little difficult but its a simple way to enter this place
Aditya's,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
Aditya's,Dont show yourself. How far. Put new pictures up on facebook.
Aditya's,Watching tv now. I got new job :)
Aditya's,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
Aditya's,"I'm not coming over, do whatever you want"
Aditya's,"Its ok chikku, and its my 1 of favourite song..:-)"
Aditya's,Did u see what I posted on your Facebook?
spam,Call FREEPHONE 0800 542 0578 now!
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
Aditya's,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
Aditya's,";-( oh well, c u later"
Aditya's,My uncles in Atlanta. Wish you guys a great semester.
Aditya's,No dear i do have free messages without any recharge. Hi hi hi
Aditya's,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
Aditya's,I dun believe u. I thk u told him.
Aditya's,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
Aditya's,Yes:)sura in sun tv.:)lol.
Aditya's,Arun can u transfr me d amt
Aditya's,Takin a shower now but yeah I'll leave when I'm done
Aditya's,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
Aditya's,U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
Aditya's,You bad girl. I can still remember them
Aditya's,How much i gave to you. Morning.
Aditya's,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
